col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120
1.7269E+020,1.7448E+020,3.5233E+019,-0.34724,3.1634,1.5414E+020,1.8894E+020,28.93,28.57,1.581,0.32485,2.4013,27.841,30.398,138.13,138.7,8.8459,0.054569,3.188,132.92,143.82,137.91,138.09,8.4277,-0.19735,3.3022,133.91,143.74,56.09,55.022,5.2874,0.51065,2.7437,52.423,59.57,0.21157,0.31301,0.88157,-0.23343,2.2929,-0.38074,0.90857,334200000000,323360000000,72118000000,0.45903,2.9786,283690000000,370180000000,-0.0036133,-0.0024884,0.022477,0.010859,2.079,-0.021258,0.013634,-0.00071769,-0.00042804,0.0052607,0.13975,2.1489,-0.0046293,0.0031595,14.336,14.137,2.3412,0.29901,2.9798,12.858,15.398,1.2804,1.237,0.84814,0.54496,2.3952,0.62,1.984,113250000000,100790000000,81616000000,0.82338,3.0692,50623000000,165090000000,1580,1496.9,302.91,0.62847,2.6213,1368.4,1766.6,6.0646E+020,5.9432E+020,1.2303E+020,-0.1161,3.0019,5.4358E+020,6.8749E+020,22.069,21.927,1.3937,0.1496,2.7015,21.212,23.237,4.1909,4.019,2.198,0.90386,3.7054,2.636,5.198,20.007,20.516,1.627,-0.53176,2.2585,18.714,21.219,0
7.4898E+020,7.3408E+020,1.0764E+020,1.0435,3.4287,6.6582E+020,7.7831E+020,30.398,30.361,0.69015,-0.075998,2.0828,29.994,31.004,142.75,141.36,8.2822,0.39639,2.3172,136.82,148.86,142.97,141.78,8.3112,0.26532,2.2334,136.69,148.98,58.427,57.719,3.9644,0.81056,2.9497,55.764,60.864,1.4821,1.5032,0.40421,-0.23461,2.5535,1.2542,1.8032,1437900000000,1396300000000,158340000000,1.3174,4.2313,1337100000000,1476200000000,0.041812,0.041491,0.011465,0.04212,2.4294,0.034917,0.050715,0.010766,0.010676,0.0023009,0.16347,2.2844,0.0090732,0.012597,65.397,62.523,7.145,0.73901,2.1705,59.48,72.049,13.07,12.711,3.1831,0.27277,2.6471,10.759,15.502,915820000000,964130000000,253470000000,-0.4828,2.4736,749410000000,1091400000000,1800.9,1707.3,240.37,0.74284,2.2307,1599.8,1964.4,2.8981E+021,2.7689E+021,4.9098E+020,0.7424,2.7998,2.4615E+021,3.1916E+021,22.67,22.701,0.92778,0.48577,2.9078,21.861,23.188,4.0143,3.853,1.2689,0.24842,2.382,3.106,4.994,62.038,62.302,2.5041,-0.19122,2.5628,60.36,63.938,0
5.4939E+020,5.4783E+020,9.3848E+019,-0.011954,2.067,4.7048E+020,6.2027E+020,30.226,30.269,0.80678,-0.7664,3.714,29.901,30.849,139.19,138.59,8.4258,-0.063272,2.1645,133.78,146.59,137.42,136.83,8.5751,-0.23809,2.2666,133.22,144.28,57.597,57.316,4.3548,0.52927,2.3589,54.287,59.921,1.0318,1.0538,0.34564,-0.32415,3.6269,0.84167,1.2574,1014600000000,1059900000000,144360000000,-0.67163,2.0995,877130000000,1125000000000,0.027059,0.026805,0.0087768,-0.30201,2.5548,0.020804,0.034612,0.0065459,0.0067032,0.00202,-0.09446,3.0327,0.0053326,0.007767,44.176,44.162,5.1801,-0.18226,1.8839,40.57,49.061,6.0616,6.277,2.2075,0.11763,3.2875,4.596,7.223,483260000000,472600000000,180750000000,0.066359,3.329,393850000000,599790000000,1896.2,1880.7,157,0.20094,2.4608,1804.6,1995.2,2.2944E+021,2.3273E+021,3.6725E+020,-0.10837,2.0794,1.9939E+021,2.5913E+021,23.252,23.179,0.9323,-0.12155,1.862,22.511,24.11,3.3482,3.16,1.0576,0.27251,2.1765,2.553,4.2705,46.292,47.135,2.4289,-0.47632,1.7968,43.696,48.17,0
8.7418E+021,8.6515E+021,2.5218E+020,0.89748,2.7289,8.5536E+021,8.8552E+021,47.093,47.45,2.0427,0.04612,1.7704,45.13,48.877,124.32,124.88,3.9783,-0.27402,1.959,121.27,128.05,125.95,126.14,3.8712,-0.21659,2.096,123.11,128.78,70.588,70.946,3.3351,-0.31436,1.9442,67.731,73.588,0.20764,0.21234,0.095443,-0.35279,3.1666,0.1474,0.27729,15428000000000,15481000000000,693590000000,0.0057569,2.1474,14904000000000,15888000000000,-0.017754,-0.01788,0.0028116,0.33071,2.8515,-0.019832,-0.016061,-0.0074294,-0.0075518,0.0014945,0.19862,2.1161,-0.0087128,-0.0063572,755.94,759.1,21.571,-0.206,2.347,739.87,774.67,99.302,99.874,16.529,-0.217,2.6666,88.66,111.76,4026500000000,4078900000000,1085300000000,-0.71658,3.8708,3352600000000,4855200000000,5985.9,5901.6,513.63,-0.048867,1.878,5601.9,6534.9,1.0685E+023,1.0661E+023,7.3981E+021,0.18062,1.8405,9.9682E+022,1.1358E+023,37.232,37.704,1.6641,-0.13823,1.9577,35.673,38.475,31.249,31.462,2.6365,0.045367,2.133,28.886,33.515,409.48,407.81,9.0931,0.15526,1.4386,400.6,417.64,0
2.7717E+020,2.8425E+020,6.1855E+019,-0.00098464,1.8457,2.2363E+020,3.2945E+020,29.148,28.78,2.3093,4.3177,24.786,28.072,29.574,140.45,139.93,12.598,0.13443,2.058,129.94,149.82,140.15,140.62,13.511,0.25935,2.1919,128.65,148.92,54.789,55.829,7.2632,0.20641,1.829,47.85,59.498,0.43746,0.45956,0.52545,-0.3463,2.9772,0.10353,0.78683,466680000000,452970000000,131690000000,3.3362,19.707,393550000000,517880000000,0.0035227,0.0044935,0.013908,-0.4009,3.3068,-0.0042503,0.013433,0.0010477,0.00094342,0.0032625,-0.20963,2.6264,-0.0013673,0.0034891,20.827,20.363,5.9626,0.36479,2.5137,15.953,25.27,1.2268,1.098,0.89983,0.67782,2.6647,0.4505,1.912,129120000000,115800000000,87185000000,0.87756,3.9005,69644000000,182660000000,1717.4,1681.3,254.87,0.042709,2.0525,1489.5,1949.6,1.0347E+021,1.0379E+021,2.7862E+020,0.49763,3.4581,8.0391E+020,1.2374E+021,22.75,22.545,2.4867,3.8148,23.115,21.337,23.3,3.848,2.941,4.3771,4.6286,28.827,1.65,4.808,18.291,19.663,4.2861,-2.5561,11.524,16.527,20.795,0
2.3504E+020,2.4045E+020,3.6578E+019,-0.3942,2.2002,2.0731E+020,2.6752E+020,29.777,29.707,0.58626,0.47521,3.0616,29.392,30.126,134.61,134.07,9.0888,0.023351,2.5269,129.09,140.88,132.72,132.76,8.738,-0.12959,2.1932,126.43,141.28,55.801,55.379,4.7221,0.11654,2.57,52.686,59.18,-0.24791,-0.30202,0.60781,-0.158,3.3496,-0.72532,0.18675,470790000000,477470000000,80928000000,-0.19888,2.1288,406090000000,530080000000,0.0023644,0.0013049,0.017254,0.13265,3.4262,-0.0076622,0.013872,0.00043066,0.00027616,0.0038805,0.37662,4.2183,-0.0016368,0.0027105,19.325,19.524,2.0267,-0.30822,2.33,17.875,20.82,1.1471,1.005,0.91206,0.87921,3.5074,0.41,1.7245,113270000000,88412000000,86897000000,0.88229,3.059,45098000000,159390000000,1661.3,1565.6,260.11,1.2453,3.6554,1475.9,1809.5,9.0813E+020,8.8618E+020,1.2927E+020,0.39621,2.3009,8.0542E+020,9.8073E+020,23,22.926,1.3254,0.48077,2.3763,22,23.912,3.6921,3.454,1.5415,0.60625,2.8248,2.497,4.68,24.859,24.778,1.9181,-0.00090331,2.316,23.746,26.206,0
3.1167E+021,2.8637E+021,5.3897E+020,0.98652,2.2247,2.7411E+021,3.6451E+021,30.692,30.806,0.51686,-1.1384,3.8942,30.535,31.023,129.95,130.13,3.9179,-0.0051671,1.9316,126.11,132.67,130.47,129.96,3.8735,0.52887,2.5745,127.1,133.26,54.877,55.669,2.9104,-0.25523,1.6992,51.468,57.078,0.96272,0.95517,0.22977,-0.2114,2.428,0.81975,1.1373,6276200000000,6073500000000,1115300000000,0.64078,2.0863,5223500000000,7408500000000,0.012109,0.012505,0.0037642,-0.53246,2.9922,0.0099739,0.014831,0.002667,0.0027019,0.00082783,-0.36658,3.4137,0.00224,0.0032295,264.72,250.11,39.123,0.70927,2.0152,234.68,304.12,14.7,14.248,5.4261,-0.063301,2.3203,10.835,19.149,2610800000000,2556300000000,483040000000,0.31053,2.3279,2228600000000,2963800000000,1605,1553.7,146.77,0.86274,2.4883,1506.4,1697,1.1628E+022,1.0519E+022,2.1077E+021,1.024,2.2748,1.02E+022,1.362E+022,22.737,22.53,0.68567,0.78248,2.4244,22.189,23.285,4.0164,3.845,0.92415,0.58714,2.5969,3.3755,4.6205,414.43,415.39,6.9494,-0.38157,2.0452,409.79,420.2,0
3.0526E+020,3.1334E+020,3.579E+019,-0.27941,2.0241,2.831E+020,3.3212E+020,27.769,27.654,0.79173,0.16709,1.7629,27.058,28.496,135.88,135.23,8.2287,0.10837,2.4126,130.16,140.64,135.68,135.53,8.1173,-0.017391,2.4803,130.7,140.56,51.17,50.719,3.8112,0.1954,2.5111,48.321,54.045,0.16592,0.13825,0.4439,-0.29131,2.9729,-0.11724,0.50339,466710000000,464190000000,59570000000,0.1485,1.9681,418460000000,514350000000,-0.0086197,-0.0085592,0.012085,0.50872,3.629,-0.016356,-0.0027363,-0.0020592,-0.0020026,0.0030823,0.58386,4.0258,-0.0042163,-0.00063068,20.284,20.229,1.9849,0.30662,2.4412,18.614,21.441,1.4722,1.12,1.0764,0.67904,2.382,0.5795,2.2425,95091000000,80864000000,72548000000,0.70137,2.552,35275000000,150700000000,1574.7,1568.5,123.63,-0.21016,2.5729,1509.5,1680.9,1.0448E+021,1.0574E+021,1.2654E+020,-0.076276,1.9617,9.3661E+020,1.1486E+021,21.707,21.81,1.0208,-0.27909,2.5323,21.046,22.47,2.2312,2.037,1.2076,0.29939,2.4023,1.301,3.024,21.691,21.612,1.5166,1.3171,6.2838,21.023,21.974,0
7.601E+020,8.0567E+020,1.0324E+020,-0.70941,2.0566,6.8725E+020,8.4347E+020,28.537,28.569,0.44862,-0.33684,2.5204,28.242,28.855,122.34,122.44,5.7911,-0.36689,2.3346,118.36,126.69,121.84,121.83,5.471,-0.2834,2.2482,117.57,126.06,45.049,45.25,1.8092,-0.24737,2.9639,43.91,46.19,0.23985,0.21524,0.20268,0.54396,2.677,0.088341,0.31893,1139100000000,1176700000000,121430000000,-0.96993,3.1015,1091100000000,1224900000000,0.0035114,0.0031122,0.0060234,0.076153,3.6497,0.00030285,0.0062007,0.0007665,0.00069916,0.0013426,-0.023645,3.766,7.0585E-05,0.0013337,47.185,48.396,4.5328,-1.0851,3.8241,45.266,50.236,1.5619,1.266,1.2993,1.4773,5.2862,0.6,1.976,167770000000,149420000000,124720000000,1.0824,3.7304,75524000000,201250000000,1597,1600.5,88.418,0.39713,2.6451,1527.7,1649.4,2.7889E+021,2.9324E+021,3.8504E+020,-0.66648,2.2327,2.5221E+021,3.0795E+021,23.339,23.428,0.54234,-0.13376,2.2236,22.887,23.694,3.4581,3.467,0.9283,0.25918,2.7462,2.7475,4.139,50.524,53.637,6.351,-0.49785,1.7179,44.247,55.753,0
2.1248E+022,2.125E+022,9.7829E+020,-0.27027,2.2241,2.0553E+022,2.2188E+022,47.334,47.391,0.64182,-0.31955,2.0998,46.781,47.848,102.14,100.75,2.8181,1.3612,3.2817,100.32,102.68,101.72,100.22,3.1103,1.5533,3.986,99.861,101.97,57.681,56.651,2.4512,1.1022,2.7909,56.125,58.791,0.32269,0.32514,0.060753,0.01859,2.5829,0.27798,0.3644,35797000000000,36427000000000,2216600000000,0.6679,6.7199,34086000000000,37063000000000,0.019205,0.019063,0.0013453,0.78386,3.7787,0.018239,0.019761,0.0068321,0.0065597,0.00092373,1.2039,3.4262,0.0062101,0.0070985,1530,1536.2,49.929,2.122,14.385,1504.1,1556.6,246.35,244.4,16.721,1.3794,7.0784,236.34,252.23,10292000000000,10202000000000,931930000000,0.41773,3.0489,9640700000000,10890000000000,7269.3,7051.9,550.26,1.4493,3.8217,6906.5,7361.7,3.4935E+023,3.4797E+023,4.8016E+021,0.61287,2.5562,3.4553E+023,3.536E+023,38.581,38.553,0.39511,-0.37296,3.2735,38.398,38.809,33.847,33.791,0.95534,-0.15953,2.4297,33.206,34.59,1290.9,1291.5,8.7345,-0.14245,2.2709,1283.3,1297.9,0
1.4769E+020,1.4741E+020,3.189E+019,0.41305,2.6308,1.2641E+020,1.6154E+020,34.487,34.471,1.9303,0.067076,3.163,33.404,35.559,177.82,178.62,9.2279,0.34389,2.3603,168.94,183.52,179.57,178.99,10.182,0.13594,1.9927,172.16,187.91,92.95,94.006,7.5653,-0.72278,3.2082,88.745,98.468,1.2868,1.2199,0.7614,0.49126,3.2305,0.78531,1.8241,222270000000,213320000000,47684000000,0.6758,3.1409,195490000000,248260000000,0.032796,0.032307,0.015669,0.80883,4.1581,0.021348,0.039167,0.012532,0.011735,0.0065217,1.356,5.8612,0.0077889,0.015381,12.176,12.041,2.3236,0.47633,2.9661,10.604,13.251,2.4568,2.2595,1.1447,0.64571,3.2266,1.755,3.06,132050000000,124680000000,78630000000,0.34608,2.4404,77006000000,178100000000,2008.1,2043.5,393.49,-0.48697,3.4195,1890.4,2285.3,5.4548E+020,6.0495E+020,1.635E+020,-0.30253,1.8563,3.719E+020,6.4727E+020,18.967,19.238,1.2849,-0.63487,2.8017,18.276,19.735,1.3484,1.167,1.1694,0.65052,2.9083,0,2.299,16.009,15.914,0.81988,-0.13512,2.9702,15.57,16.564,0
2.0251E+022,2.0712E+022,1.0142E+021,-0.53268,2.1166,1.933E+022,2.0991E+022,47.24,47.734,1.2549,-0.42959,1.5605,45.812,48.332,111.68,110.33,3.8578,0.47997,1.7034,108.21,115.42,113.43,111.77,4.4863,0.57402,1.7861,109.49,117.85,61.491,60.735,2.2319,0.56346,2.0027,59.649,63.647,0.36382,0.35672,0.086011,-0.12653,3.0629,0.3116,0.41994,40480000000000,41104000000000,3186100000000,-0.26196,1.5792,37100000000000,43438000000000,-0.035175,-0.036454,0.0039899,0.4685,1.9419,-0.038911,-0.031627,-0.01208,-0.011939,0.0014152,-0.43147,4.1301,-0.012543,-0.011402,1856.7,1868.1,89.738,-0.53856,2.4417,1801.7,1915.4,421.89,445.4,51.957,-0.66946,2.1994,377.22,462.6,11326000000000,11045000000000,1817500000000,0.44587,2.7444,10033000000000,12542000000000,6516.4,6187,574.91,0.86545,2.4393,6087.1,7018.3,3.0105E+023,3.0662E+023,1.3467E+022,-0.64897,1.8181,2.8578E+023,3.114E+023,39.179,39.565,1.0735,-0.49613,1.7472,37.993,40.035,34.431,35.236,1.7399,-0.50313,1.6686,32.529,35.831,1148.4,1138.6,22.855,0.59115,1.9891,1128,1165.9,0
6.3154E+021,6.3487E+021,3.6157E+020,-0.39145,2.2918,6.0791E+021,6.5688E+021,30.299,30.458,0.80403,-0.84272,2.8202,29.806,30.905,128.28,128.06,2.5596,0.02774,2.5543,126.26,130.24,127.43,127.27,2.5804,0.26393,2.4754,125.33,129.02,52.375,52.623,1.7455,-0.89265,3.9153,51.684,53.227,0.19195,0.20465,0.12547,-0.11645,2.663,0.10044,0.26245,11413000000000,11827000000000,977060000000,-0.85307,2.1699,10501000000000,12159000000000,0.0097729,0.010091,0.0059177,-0.14022,2.3884,0.0059712,0.014001,0.0026172,0.0025399,0.0017255,0.24349,2.5517,0.0014523,0.0040042,505.98,511.32,25.376,-0.74623,2.597,492.02,524.17,26.635,26.948,14.714,0.031446,2.105,16.259,36.458,2708100000000,2861300000000,767120000000,-0.65391,3.0619,2301200000000,3217100000000,2005,1994.7,103.09,0.48592,1.9895,1910.9,2070,2.7797E+022,2.8488E+022,1.7688E+021,-0.61944,2.3594,2.6443E+022,2.9159E+022,24.592,24.7,0.67903,-0.60424,2.4852,24.218,25.121,4.9618,5.078,0.97216,-0.50321,2.4563,4.344,5.665,406.67,409.72,28.22,-0.083748,1.5462,375.35,437.06,0
2.9897E+020,2.9863E+020,2.61E+019,-0.43117,3.2372,2.8772E+020,3.1506E+020,28.964,29.126,0.7488,-0.40571,2.0832,28.355,29.54,135.85,135.5,5.3006,0.28291,2.3276,131.5,139.33,134.07,133.97,5.6215,0.32369,2.2971,129,137.78,54.107,54.177,2.281,-0.070679,4.0513,52.924,55.467,0.52527,0.57524,0.42409,-0.87166,5.2835,0.21167,0.792,470540000000,461900000000,55129000000,0.34276,2.6592,433020000000,512640000000,-0.017355,-0.018596,0.010787,0.82407,4.2827,-0.025164,-0.01128,-0.0040911,-0.0044815,0.0025487,0.85452,4.4085,-0.0059597,-0.0027065,20.303,19.927,2.1479,0.39595,2.4487,18.769,21.869,2.2166,2.22,1.1122,-0.013531,2.3242,1.389,3.041,150940000000,150230000000,90034000000,0.28554,2.6953,64534000000,213970000000,1688.1,1673.4,147.81,0.47635,2.3648,1575.6,1802,1.1228E+021,1.1009E+021,1.1457E+020,0.47684,2.4501,1.042E+021,1.1989E+021,22.381,22.563,1.0142,-0.55461,2.4006,21.641,23.162,2.6627,2.679,1.3881,0.48193,3.0079,1.555,3.294,25.164,25.88,2.096,-0.54232,2.2082,23.244,26.677,0
2.7407E+020,2.7603E+020,1.9726E+019,-0.0628,1.9668,2.558E+020,2.9134E+020,29.067,29.107,0.70576,-0.031244,3.4379,28.649,29.526,128.84,129.37,7.9228,0.010319,2.3863,123.62,134.29,127.69,128.32,6.9769,0.017957,2.5842,122.74,132.2,49.34,49.413,3.4329,-0.42316,2.3805,46.928,51.852,0.29682,0.25217,0.42517,0.24117,2.6445,-0.0022635,0.58369,434480000000,434240000000,64671000000,0.19534,2.1106,386550000000,482620000000,0.0083126,0.0073055,0.0094374,0.63343,3.1904,0.001987,0.013268,0.001809,0.0015264,0.0021265,0.556,3.1819,0.00030183,0.0032046,18.289,18.223,1.8595,0.0069491,2.5744,16.935,19.491,1.032,0.702,0.85856,1.1943,3.9562,0.3745,1.5075,101450000000,76429000000,84306000000,1.1645,3.4284,40602000000,141270000000,1686.8,1642.5,153.44,0.69564,2.6759,1583,1778.2,1.0386E+021,1.021E+021,7.3641E+019,0.53644,2.859,9.9325E+020,1.0791E+021,23.778,23.783,0.6333,-0.3699,2.8181,23.294,24.277,4.0814,3.943,1.4084,0.33884,2.803,3.2905,5.007,18.207,17.757,3.1823,0.71513,2.4835,15.786,19.461,0
9.1449E+021,9.0312E+021,5.2713E+020,-0.34321,2.4785,8.7671E+021,9.5785E+021,33.19,33.224,0.34063,-0.54488,3.0226,33.023,33.43,120.27,119.85,2.8065,0.37216,2.6376,118.11,122.21,121.5,121.82,2.6024,-0.32153,2.7261,120.02,123.42,52.712,52.67,1.4098,0.471,2.888,51.599,53.552,0.39009,0.399,0.12408,-0.12061,2.2464,0.28809,0.48535,15092000000000,15180000000000,882230000000,-1.019,4.6093,14798000000000,15594000000000,0.03252,0.032275,0.0025905,0.20049,3.4228,0.030948,0.034114,0.0087918,0.0086077,0.0011388,1.4657,5.394,0.0080242,0.0092106,656.8,657.65,35.518,-0.73371,3.4059,638.11,684.35,134.69,133.94,16.909,0.45999,4.0446,126.04,142.07,8211600000000,8304600000000,1110100000000,-0.29656,2.7405,7521300000000,9067800000000,2668,2657.4,152.99,0.70537,3.3626,2575.3,2729.4,5.4346E+022,5.5239E+022,4.1118E+021,-0.46643,1.9983,5.1446E+022,5.823E+022,26.384,26.42,0.42612,-0.40258,2.9049,26.133,26.662,9.1221,9.169,0.59097,-0.25094,2.4885,8.649,9.5725,645.03,647.4,9.525,-0.63239,2.1928,637.41,652.91,0
7.4192E+021,7.4986E+021,3.1377E+020,-0.36834,1.8412,7.0882E+021,7.6768E+021,53.214,53.055,0.70278,0.93869,3.1502,52.718,53.535,97.264,97.086,1.7855,0.084996,2.1031,95.781,98.649,97.585,97.303,2.1106,0.34017,2.4358,96.052,99.093,56.55,55.459,2.2255,0.85461,2.1386,54.869,58.483,0.32305,0.31985,0.095435,0.29907,4.3083,0.25992,0.37344,11873000000000,11654000000000,986300000000,0.69421,2.4924,11088000000000,12537000000000,-0.0019096,-0.0019497,0.0031661,-0.1932,2.285,-0.0035433,0.00066842,-0.00093312,-0.00085883,0.0015446,-0.41716,2.4942,-0.0016678,0.00029519,521.83,519.22,25.004,0.54885,3.0095,503.89,537.99,16.356,14.556,11.566,0.85427,2.9907,7.82,19.966,1991600000000,1970400000000,485180000000,0.2538,3.3298,1657100000000,2321800000000,11380,11123,935.99,0.58388,2.0878,10666,12174,1.8285E+023,1.8321E+023,2.5728E+021,-0.36828,2.2172,1.8114E+023,1.8486E+023,43.983,43.972,0.49321,0.17693,2.0135,43.534,44.352,45.191,44.827,1.4072,0.83663,2.7251,44.188,45.976,376.61,375.85,22.401,0.018707,1.4386,355.97,400.87,0
8.8196E+019,3.2508E+019,9.0439E+019,0.82789,1.9224,2.0374E+019,1.983E+020,27.448,27.106,2.3754,-0.16247,2.0882,25.721,29.923,133.79,131.61,12.142,0.40778,3.6363,125.95,141.62,134.33,134.47,11.845,0.44871,3.3446,126.13,141.19,49.383,51.293,8.0509,-0.37488,2.5517,44.695,54.89,0.83545,0.8417,1.7685,1.8902,10.193,0.057096,1.1532,153840000000,56866000000,157750000000,0.84068,1.9487,35229000000,339510000000,-0.029546,-0.026314,0.046229,-2.082,10.998,-0.037161,-0.012387,-0.0057297,-0.0056594,0.0086547,-1.2053,7.7304,-0.0082446,-0.0022979,6.286,2.499,6.2567,0.77749,1.8431,1.465,14.084,0.94185,0.449,1.0439,1.2851,3.3193,0.2175,1.334,64744000000,37572000000,68147000000,1.234,3.1334,15849000000,80112000000,1407.2,1457.3,203.93,-0.82072,3.2744,1302.7,1549.8,3.1129E+020,1.0504E+020,3.3999E+020,0.8747,2.0237,5.6979E+019,6.9604E+020,20.997,21.326,1.9898,-0.35941,3.1969,19.62,22.49,1.3797,0,1.7187,1.2643,4.5474,NaN,2.653,9.5847,6.1724,7.7012,0.58042,1.6868,3.9098,18.37,0
1.4542E+022,1.4552E+022,3.7009E+020,-0.11526,2.4267,1.4242E+022,1.4768E+022,53.387,53.864,1.1154,-0.62634,1.7262,51.997,54.269,105.57,106.58,2.9814,-0.5624,2.1307,103.39,108,109.51,110.32,3.1818,-0.56497,2.0958,106.94,112.02,66.66,66.719,2.8871,-0.20175,1.839,64.276,69.531,0.032669,0.029559,0.071159,-0.1995,3.6452,-0.014385,0.083193,23269000000000,23781000000000,1166800000000,-0.82398,2.2049,22349000000000,24189000000000,-0.01257,-0.012299,0.0015034,-0.63928,3.449,-0.013414,-0.011544,-0.0067669,-0.0065845,0.00088144,-0.20439,2.296,-0.0075539,-0.0061431,1184.7,1183.7,40.568,-0.26975,2.3445,1154.1,1221.1,143.88,142.19,15.691,0.14012,2.5013,132.6,156.19,3432600000000,3319200000000,1122000000000,0.42922,3.6941,2776700000000,4225200000000,11188,11280,416.98,-0.51852,2.7338,10950,11438,3.1656E+023,3.1371E+023,7.7835E+021,0.092853,1.8341,3.1024E+023,3.2475E+023,44.374,44.713,0.73823,-0.63564,1.8868,43.58,44.936,45.099,45.283,0.8683,-0.62556,2.4213,44.568,45.72,581.43,585.57,16.669,0.051985,1.5393,563.39,597.15,0
4.3043E+021,4.3789E+021,2.8445E+020,-0.76568,2.4631,4.13E+021,4.4955E+021,45.77,45.752,1.0325,0.65369,3.8911,45.062,46.296,108.24,106.71,5.1337,0.86118,2.5734,104.37,110.77,107.39,106.1,4.3745,0.92409,2.7046,103.99,108.82,58.139,57.453,3.3594,0.75232,2.2977,55.09,59.928,-0.01298,-0.011614,0.11685,-0.0008612,3.0819,-0.085473,0.067899,7689200000000,8057100000000,845630000000,-0.75063,2.1806,6799100000000,8255000000000,0.0093836,0.0087987,0.0043794,0.0085156,1.872,0.0058066,0.012794,0.0033718,0.0036149,0.0014664,-0.17693,2.0646,0.0020772,0.0043355,327.36,330.27,21.806,-0.42667,2.5254,312.88,339.82,24.574,22.56,11.603,0.00084824,1.7924,15.16,34.475,2117700000000,2130400000000,979240000000,0.11853,2.2571,1164300000000,2827500000000,6487.5,6231.9,817.02,0.96933,2.6343,5921.3,6891.6,6.15E+022,6.1559E+022,1.3635E+021,-0.33608,2.1696,6.0652E+022,6.2666E+022,37.46,37.447,1.0657,-0.22253,2.1732,36.747,38.356,32.365,32.472,2.0162,0.23234,3.2682,31.108,33.541,229.09,229.45,4.4791,-0.43608,3.503,226.3,231.77,0
1.1242E+020,1.5501E+020,7.6521E+019,-0.43893,1.4278,2.3861E+019,1.795E+020,29.886,30.567,2.109,-1.0241,3.4644,28.827,31.33,135.2,141.24,17.973,-1.9093,7.1722,130.04,144.72,135.08,139.58,16.245,-1.8736,6.9495,130.29,144.28,56.738,60.12,13.127,-0.55096,2.6839,45.326,66.289,1.1393,0.12232,2.6542,0.86214,4.1457,-0.38954,2.5535,177460000000,217860000000,116920000000,-0.28809,1.7306,56385000000,267830000000,0.035583,0.010141,0.084899,0.67127,4.9738,-0.010295,0.060761,0.0058928,0.00228,0.013403,0.90485,3.7825,-0.0031082,0.012096,7.8188,9.3635,5.2138,-0.36218,1.5777,2.3625,12.21,0.92757,0.8895,0.71836,0.6178,2.8501,0.322,1.3195,71049000000,54895000000,59801000000,1.3108,4.5175,29678000000,97995000000,1557.2,1690.5,452.84,-0.80276,3.426,1257,1905.3,4.1967E+020,5.9277E+020,2.9537E+020,-0.424,1.3814,6.6199E+019,6.6462E+020,21.104,21.087,2.5848,-1.1004,8.4818,20.345,22.344,3.116,1.9035,4.1566,3.2718,15.822,1.0245,3.564,11.203,14.943,6.685,-0.52499,1.5178,3.8659,16.524,0
8.2867E+021,8.3654E+021,3.1747E+020,-0.47548,1.8739,8.0389E+021,8.5751E+021,46.118,46.035,0.54329,0.18132,2.3642,45.748,46.48,100.31,100.03,1.4244,1.0018,3.0457,99.208,100.61,99.486,99.141,1.3708,0.96896,3.1465,98.658,100.12,50.989,50.826,0.99515,0.58989,2.7529,50.268,51.525,0.08349,0.10207,0.10813,-1.3252,5.0379,0.037045,0.15053,10804000000000,10948000000000,465220000000,-0.55338,2.3667,10458000000000,11133000000000,0.0054655,0.0048756,0.0028665,0.72283,2.6006,0.0031538,0.0070925,0.0026533,0.0021912,0.0015652,0.91744,2.8572,0.0014204,0.0034909,529.07,533.48,15.248,-0.75367,2.6791,520.41,539.55,32.852,29.859,16.905,0.67261,2.536,19.154,42.547,1281900000000,1351800000000,517140000000,-0.16095,2.7384,958050000000,1577700000000,10836,10539,675.65,0.93115,2.4878,10307,11297,1.8364E+023,1.8382E+023,2.8541E+021,0.10785,2.1406,1.8093E+023,1.8563E+023,38.582,38.454,0.60111,0.35234,2.1114,38.144,39.097,35.469,35.183,0.93185,0.59703,2.4741,34.82,36.032,386.85,387.42,4.5495,-0.80785,3.6472,383.28,389.97,0
